name,age,height,position,foot,current club,09/10 date,09/10 left,09/10 joined,09/10 mv,09/10 fee,10/11 date,10/11 left,10/11 joined,10/11 mv,10/11 fee,11/12 date,11/12 left,11/12 joined,11/12 mv,11/12 fee,12/13 date,12/13 left,12/13 joined,12/13 mv,12/13 fee,15/16 date,15/16 left,15/16 joined,15/16 mv,15/16 fee,17/18 date,17/18 left,17/18 joined,17/18 mv,17/18 fee,current league,01/02 date,01/02 left,01/02 joined,01/02 mv,01/02 fee,06/07 date,06/07 left,06/07 joined,06/07 mv,06/07 fee,14/15 date,14/15 left,14/15 joined,14/15 mv,14/15 fee,16/17 date,16/17 left,16/17 joined,16/17 mv,16/17 fee,03/04 date,03/04 left,03/04 joined,03/04 mv,03/04 fee,04/05 date,04/05 left,04/05 joined,04/05 mv,04/05 fee,05/06 date,05/06 left,05/06 joined,05/06 mv,05/06 fee,07/08 date,07/08 left,07/08 joined,07/08 mv,07/08 fee,08/09 date,08/09 left,08/09 joined,08/09 mv,08/09 fee,13/14 date,13/14 left,13/14 joined,13/14 mv,13/14 fee,19/20 date,19/20 left,19/20 joined,19/20 mv,19/20 fee,18/19 mv,18/19 date,18/19 left,18/19 joined,18/19 fee,02/03 date,02/03 left,02/03 joined,02/03 mv,02/03 fee,98/99 date,98/99 left,98/99 joined,98/99 mv,98/99 fee,99/00 date,99/00 left,99/00 joined,99/00 mv,99/00 fee,00/01 date,00/01 left,00/01 joined,00/01 mv,00/01 fee,97/98 date,97/98 left,97/98 joined,97/98 mv,97/98 fee
Tom Heaton,33,188.0,Goalkeeper,right,Aston Villa,"May 31, 2010Feb 12, 2010Jan 31, 2010Nov 13, 2009Nov 8, 2009Aug 15, 2009",WycombeMan UtdRochdaleMan UtdQPRMan Utd,Man UtdWycombeMan UtdRochdaleMan UtdQPR,,End of loanLoanEnd of loanLoanEnd of loanLoan,"Jul 1, 2010",Man Utd,Cardiff,,Free transfer,,,,,,"Jul 27, 2012",Cardiff,Bristol City,,Free transfer,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2004",Man Utd U18,Man Utd,,0,"May 1, 2006Jan 1, 2006Dec 1, 2005Aug 1, 2005",Royal AntwerpMan UtdSwindon TownMan Utd,Man UtdRoyal AntwerpMan UtdSwindon Town,,End of loanLoanEnd of loanLoan,,,,,,"May 31, 2009Jul 1, 2008",CardiffMan Utd,Man UtdCardiff,,End of loanLoan,"Jul 1, 2013",Bristol City,Burnley,,Free transfer,"Aug 1, 2019",Burnley,Aston Villa,,"8,80 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovre Kalinic,29,201.0,Goalkeeper,right,Aston Villa,"Jun 30, 2010Aug 24, 2009",NK NovaljaHajduk Split,Hajduk SplitNK Novalja,0,End of loanLoan,,,,,,"Jun 30, 2012Feb 10, 2012",Karlovac 1919Hajduk Split,Hajduk SplitKarlovac 1919,500 K €300 K €,End of loanLoan,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jan 1, 2017",Hajduk Split,KAA Gent,"3,75 mil. €","3,00 mil. €",,,,,,,,,,,"Jul 1, 2005",Hajduk Yth.,Hajduk U17,0,0,"Jul 1, 2007",Hajduk U17,Hajduk U19,0,0,"Jun 30, 2009Jan 31, 2009",Junak SinjHajduk U19,Hajduk SplitJunak Sinj,0,End of loanLoan,,,,,,,,,,,"6,50 mil. €","Jan 1, 2019",KAA Gent,Aston Villa,"6,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Jed Steer,27,182.0,Goalkeeper,left,Aston Villa,,,,,,"Jul 1, 2010",Norwich U18,Norwich,0,0,"Oct 10, 2011Aug 1, 2011",Yeovil TownNorwich,NorwichYeovil Town,50 K €50 K €,End of loanLoan,"Dec 8, 2012Nov 9, 2012",Cambridge Utd.Norwich,NorwichCambridge Utd.,250 K €250 K €,End of loanLoan,"May 31, 2016Sep 11, 2015",HuddersfieldAston Villa,Aston VillaHuddersfield,500 K €500 K €,End of loanLoan,,,,,,Premier League,,,,,,,,,,,"Feb 1, 2015Oct 31, 2014Oct 30, 2014Aug 1, 2014",Yeovil TownAston VillaDoncasterAston Villa,Aston VillaYeovil TownAston VillaDoncaster,"750 K €750 K €750 K €1,00 mil. €",End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",Norwich,Aston Villa,0,540 K €,,,,,,500 K €500 K €,"Dec 31, 2018Aug 10, 2018",CharltonAston Villa,Aston VillaCharlton,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Örjan Nyland,29,192.0,Goalkeeper,right,Aston Villa,,,,,,,,,,,,,,,,"Jan 1, 2013",IL Hödd,Molde FK,200 K €,Free transfer,"Jul 1, 2015",Molde FK,FC Ingolstadt,"1,75 mil. €","1,00 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 K €,"Aug 7, 2018",FC Ingolstadt,Aston Villa,"3,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Mings,26,195.0,Defender - Centre-Back,left,Aston Villa,,,,,,"Jul 1, 2010",Brist. Rov. U18,Yate Town,,Free transfer,,,,,,"Dec 13, 2012Jul 1, 2012",ChippenhamYate Town,IpswichChippenham,,?Free transfer,"Jul 1, 2015",Ipswich,Bournemouth,,"11,30 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Southampton Yth,Brist. Rov. U18,,Free transfer,,,,,,"Jul 8, 2019",Bournemouth,Aston Villa,,"22,30 mil. €",,"May 31, 2019Jan 31, 2019",Aston VillaBournemouth,BournemouthAston Villa,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
BjÃ¶rn Engels,25,194.0,Defender - Centre-Back,right,Aston Villa,,,,,,"Jul 1, 2010",Club Brugge Jgd,FC BrÃ¼gge U17,0,0,"Jul 1, 2011",FC BrÃ¼gge U17,Club Brugge U21,0,0,,,,,,,,,,,"Aug 31, 2017",Club Brugge,Olympiacos,"8,00 mil. â‚¬","7,10 mil. â‚¬",Premier League,,,,,,"Jul 1, 2006",Lokeren Youth,Club Brugge Jgd,0,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",Club Brugge U21,Club Brugge,200 K â‚¬,0,"Jul 16, 2019Jul 1, 2019",ReimsOlympiacos,Aston VillaReims,"6,00 mil. â‚¬6,00 mil. â‚¬","8,00 mil. â‚¬4,00 mil. â‚¬","6,00 mil. â‚¬6,00 mil. â‚¬","Jun 30, 2019Aug 19, 2018",ReimsOlympiacos,OlympiacosReims,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
James Chester,30,177.0,Defender - Centre-Back,right,Aston Villa,"Oct 1, 2009Sep 1, 2009",PlymouthMan Utd,Man UtdPlymouth,50 K €50 K €,,"Jan 1, 2011Dec 1, 2010Aug 1, 2010",Man UtdCarlisle UnitedMan Utd,Hull CityMan UtdCarlisle United,50 K €50 K €50 K €,,,,,,,,,,,,"Jul 29, 2015",Hull City,West Brom,"2,00 mil. €",,,,,,,Premier League,,,,,,,,,,,,,,,,"Aug 12, 2016",West Brom,Aston Villa,"6,00 mil. €",,,,,,,,,,,,,,,,,,,,,,"Mar 1, 2009Feb 1, 2009Jul 1, 2008",PeterboroughMan UtdMan Utd U18,Man UtdPeterboroughMan Utd,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezri Konsa,21,183.0,Defender - Centre-Back,right,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 1, 2016",Charlton U18,Charlton,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 11, 2019",Brentford,Aston Villa,"3,50 mil. €","13,30 mil. €",500 K €,"Jul 1, 2018",Charlton,Brentford,"2,85 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Kortney Hause,24,191.0,Defender - Centre-Back,left,Aston Villa,,,,,,,,,,,"Jan 1, 2012",West Ham U18,Wycombe U18,0,Free transfer,"Jan 1, 2013",Wycombe U18,Wycombe,0,0,,,,,,,,,,,Premier League,,,,,,,,,,,"Nov 24, 2014Jul 28, 2014",Gillingham FCWolves,WolvesGillingham FC,75 K €50 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 31, 2014",Wycombe,Wolves,50 K €,?,"Jul 1, 2019",Wolves,Aston Villa,"1,00 mil. €","3,40 mil. €","1,00 mil. €1,00 mil. €","Jun 30, 2019Jan 7, 2019",Aston VillaWolves,WolvesAston Villa,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Targett,24,183.0,Defender - Left-Back,left,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2018Jan 22, 2018",FulhamSouthampton,SouthamptonFulham,"3,00 mil. €3,00 mil. €",End of loanLoan,Premier League,,,,,,,,,,,"Jul 1, 2014",Southampton U21,Southampton,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",Southampton U18,Southampton U21,0,0,"Jul 1, 2019",Southampton,Aston Villa,"7,00 mil. €","15,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Taylor,30,176.0,Defender - Left-Back,left,Aston Villa,,,,,,"Jul 1, 2010",Wrexham,Swansea,0,Free transfer,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jan 31, 2017",Swansea,Aston Villa,"6,00 mil. €",?,,,,,,,,,,,,,,,,"Jul 1, 2007",Wrexham U18,Wrexham,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frédéric Guilbert,24,178.0,Defender - Right-Back,right,Aston Villa,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2015",G. Bordeaux B,G. Bordeaux,0,0,"Jul 28, 2017",G. Bordeaux,SM Caen,"2,50 mil. €","1,50 mil. €",Premier League,,,,,,,,,,,"Jul 1, 2014",AS Cherbourg,G. Bordeaux B,0,Free transfer,"Jun 30, 2017Oct 24, 2016",SM CaenG. Bordeaux,G. BordeauxSM Caen,"2,50 mil. €2,00 mil. €",End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",SM Caen B,AS Cherbourg,0,Free transfer,,,,,,"6,00 mil. €7,00 mil. €7,00 mil. €","Jun 30, 2019Feb 1, 2019Jan 31, 2019",SM CaenAston VillaSM Caen,Aston VillaSM CaenAston Villa,"End of loanLoan5,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Ahmed Elmohamady,32,182.0,Defender - Right-Back,right,Aston Villa,,,,,,"Jun 30, 2011Jul 1, 2010",SunderlandEnppi,EnppiSunderland,"4,00 mil. €2,00 mil. €",End of loanLoan fee:600 K €,"Jul 1, 2011",Enppi,Sunderland,"4,00 mil. €","2,50 mil. €","May 7, 2013Jan 31, 2013Jan 16, 2013Aug 30, 2012",Hull CitySunderlandHull CitySunderland,SunderlandHull CitySunderlandHull City,"2,50 mil. €2,50 mil. €3,00 mil. €3,00 mil. €",End of loanLoanEnd of loanLoan,,,,,,"Jul 19, 2017",Hull City,Aston Villa,"4,00 mil. €","1,10 mil. €",Premier League,,,,,,"Jul 1, 2006",Mahalla,Enppi,0,Free transfer,,,,,,,,,,,,,,,,"Jul 1, 2004",Own Youth,Mahalla,0,?,,,,,,,,,,,,,,,,"Jul 1, 2013",Sunderland,Hull City,"2,50 mil. €","2,30 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvelous Nakamba,25,177.0,Midfielder - Defensive Midfield,left,Aston Villa,,,,,,,,,,,,,,,,"Jul 1, 2012",Bantu,AS Nancy B,0,?,,,,,,"Jul 1, 2017",Vitesse,Club Brugge,"3,00 mil. €","3,00 mil. €",Premier League,,,,,,,,,,,"Aug 13, 2014",AS Nancy,Vitesse,0,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2014",AS Nancy B,AS Nancy,0,0,"Aug 1, 2019",Club Brugge,Aston Villa,"6,50 mil. €","12,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas Luiz,21,178.0,Midfielder - Central Midfield,right,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 1, 2017Jul 15, 2017",Man CityVasco da Gama,GironaMan City,0,"Loan12,00 mil. €",Premier League,,,,,,,,,,,,,,,,"Aug 1, 2016",Vasco U17,Vasco da Gama,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 25, 2019",Man City,Aston Villa,"2,50 mil. €","16,80 mil. €","2,50 mil. €","Jun 30, 2019",Girona,Man City,End of loan,,,,,,,,,,,,,,,,,,,,,,,,,
John McGinn,25,178.0,Midfielder - Central Midfield,left,Aston Villa,,,,,,,,,,,"Jul 1, 2011",St. Mirren FC U17,St. Mirren FC U20,0,0,"Nov 1, 2012",St. Mirren FC U20,St. Mirren,0,0,"Jul 31, 2015",St. Mirren,Hibernian FC,450 K €,"1,16 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,75 mil. €","Aug 8, 2018",Hibernian FC,Aston Villa,"3,10 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Conor Hourihane,28,181.0,Midfielder - Central Midfield,left,Aston Villa,"Jul 1, 2009",Sunderland U18,Sunderland U21,50 K €,0,"Jul 1, 2010",Sunderland U21,Ipswich,50 K €,Free transfer,"Jul 1, 2011",Ipswich,Plymouth,100 K €,Free transfer,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 1, 2014",Plymouth,Barnsley FC,100 K €,250 K €,"Jan 26, 2017",Barnsley FC,Aston Villa,500 K €,"3,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri Lansbury,29,183.0,Midfielder - Central Midfield,right,Aston Villa,"May 30, 2010Aug 21, 2009",WatfordArsenal,ArsenalWatford,600 K €100 K €,,"May 31, 2011Nov 27, 2010",NorwichArsenal,ArsenalNorwich,600 K €600 K €,,"May 20, 2012Aug 31, 2011",West HamArsenal,ArsenalWest Ham,"1,25 mil. €750 K €",,"Aug 28, 2012",Arsenal,Nottm Forest,"1,50 mil. €",,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jan 20, 2017",Nottm Forest,Aston Villa,"2,00 mil. €",,,,,,,,,,,,,,,,,,,,,,"May 25, 2009Feb 2, 2009Jul 1, 2008",Scunthorpe Utd.ArsenalArsenal U18,ArsenalScunthorpe Utd.Arsenal,50 K €50 K €50 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Grealish,24,175.0,Midfielder - Attacking Midfield,right,Aston Villa,,,,,,,,,,,,,,,,"Jul 1, 2012",Aston Villa U18,Aston Villa U23,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 4, 2014Sep 13, 2013Jul 1, 2013",Notts CountyAston VillaAston Villa U23,Aston VillaNotts CountyAston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trezeguet,25,179.0,Forward - Left Winger,right,Aston Villa,,,,,,,,,,,,,,,,"Jul 1, 2012",El Ahly U23,Ahly,0,0,"Jun 30, 2016Aug 6, 2015",RSC AnderlechtAhly,AhlyRSC Anderlecht,"1,50 mil. €1,80 mil. €","End of loanLoan fee:1,00 mil. €","Jun 30, 2018Jul 5, 2017",KasimpasaRSC Anderlecht,RSC AnderlechtKasimpasa,"3,50 mil. €1,50 mil. €",End of loanLoan fee:500 K €,Premier League,,,,,,,,,,,,,,,,"Jun 30, 2017Aug 31, 2016Jul 1, 2016",MouscronRSC AnderlechtAhly,RSC AnderlechtMouscronRSC Anderlecht,"1,50 mil. €1,50 mil. €1,50 mil. €","End of loanLoan2,20 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 24, 2019",Kasimpasa,Aston Villa,"6,00 mil. €","10,00 mil. €","3,50 mil. €","Jul 1, 2018",RSC Anderlecht,Kasimpasa,"2,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Anwar El Ghazi,24,189.0,Forward - Right Winger,right,Aston Villa,"Jul 1, 2009",Spartaan Yth.,Sparta Youth,0,Free transfer,"Jul 1, 2010",Sparta Youth,Sparta R. U17,0,0,,,,,,"Jul 1, 2012",Sparta R. U17,Sparta U19,0,0,,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",Barendrecht Yth,Feyenoord Youth,0,Free transfer,"Jul 24, 2014",Ajax U19,Ajax,0,0,"Jan 31, 2017",Ajax,LOSC Lille,"6,50 mil. €","7,00 mil. €",,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Feyenoord Youth,Spartaan Yth.,0,Free transfer,"Jul 1, 2013",Sparta U19,Ajax U19,0,5 K €,"Jul 1, 2019",LOSC Lille,Aston Villa,"7,50 mil. €","9,00 mil. €","7,50 mil. €5,00 mil. €","Jun 30, 2019Aug 22, 2018",Aston VillaLOSC Lille,LOSC LilleAston Villa,"End of loanLoan fee:2,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Jota,28,180.0,Forward - Right Winger,left,Aston Villa,,,,,,"Jul 1, 2010",Celta U19,Celta Vigo B,,,,,,,,"Jun 30, 2013Aug 31, 2012Jul 1, 2012",RM CastillaCelta de VigoCelta Vigo B,Celta de VigoRM CastillaCelta de Vigo,,,"Jan 15, 2016",Brentford,SD Eibar,,,"Aug 31, 2017",Brentford,Birmingham,,,Premier League,,,,,,,,,,,"Aug 13, 2014",Celta de Vigo,Brentford,,,"Dec 31, 2016",SD Eibar,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 30, 2014Jul 31, 2013",SD EibarCelta de Vigo,Celta de VigoSD Eibar,,,"Jul 1, 2019",Birmingham,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley,22,191.0,Forward - Centre-Forward,right,Aston Villa,,,,,,,,,,,,,,,,,,,,,"Jan 29, 2016Jul 1, 2015",AS TrencinItabuna Esporte Clube (BA),Club BruggeAS Trencin,,"1,00 mil. €Free transfer",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2019",Club Brugge,Aston Villa,,"25,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Kodjia,29,189.0,Forward - Centre-Forward,right,Aston Villa,,,,,,,,,,,"Jun 30, 2012Jan 30, 2012",AS CherbourgReims,ReimsAS Cherbourg,150 K €150 K €,End of loanLoan,"Jun 30, 2013Jul 1, 2012",SC AmiensReims,ReimsSC Amiens,150 K €150 K €,End of loanLoan,"Jul 20, 2015",SCO Angers,Bristol City,"2,00 mil. €","3,00 mil. €",,,,,,Premier League,,,,,,,,,,,"Jul 1, 2014",Reims,SCO Angers,500 K €,Free transfer,"Aug 30, 2016",Bristol City,Aston Villa,"2,50 mil. €","12,90 mil. €",,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Stade Reims B,Reims,0,0,"Jun 30, 2014Jul 1, 2013",SM CaenReims,ReimsSM Caen,500 K €150 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keinan Davis,21,178.0,Forward - Centre-Forward,right,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,Premier League,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Krul,31,193.0,Goalkeeper,left,Norwich City,,,,,,,,,,,,,,,,,,,,,,,,,,"Sep 20, 2017Sep 19, 2017Aug 31, 2017",NewcastleBrightonNewcastle,BrightonNewcastleBrighton,"4,00 mil. €4,00 mil. €4,00 mil. €",,Premier League,,,,,,"Jul 1, 2006",Newcastle U18,Newcastle U23,250 K €,,,,,,,"Jun 30, 2017Jan 31, 2017Jan 30, 2017Aug 25, 2016",AZ AlkmaarNewcastleAjaxNewcastle,NewcastleAZ AlkmaarNewcastleAjax,"4,00 mil. €6,50 mil. €6,50 mil. €8,00 mil. €",,"Jul 1, 2003",ADO Youth,ADO U17,0.0,,,,,,,"Jul 19, 2005",ADO U17,Newcastle U18,250 K €,,"Jan 23, 2008Aug 1, 2007",Falkirk FCNewcastle U23,Newcastle U23Falkirk FC,250 K €250 K €,,"Jan 21, 2009Nov 21, 2008Jul 1, 2008",Carlisle UnitedNewcastleNewcastle U23,NewcastleCarlisle UnitedNewcastle,900 K €900 K €900 K €,,,,,,,,,,,,"2,50 mil. €","Jul 24, 2018",Brighton,Norwich,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralf Fährmann,31,197.0,Goalkeeper,right,Norwich City,"Jul 1, 2009",FC Schalke 04,E. Frankfurt,600 K €,Free transfer,,,,,,"Jul 1, 2011",E. Frankfurt,FC Schalke 04,"1,50 mil. €",Free transfer,,,,,,,,,,,,,,,,Premier League,,,,,,"Jan 1, 2007",Schalke 04 U19,FC Schalke 04,50 K €,0,,,,,,,,,,,"Jul 1, 2003",Chemnitz Yth.,Schalke 04 U17,0.0,Free transfer,,,,,,"Jul 1, 2005",Schalke 04 U17,Schalke 04 U19,0,0,,,,,,,,,,,,,,,,"Jul 5, 2019",FC Schalke 04,Norwich,"5,00 mil. €","Loan fee:3,00 mil. €",,,,,,,,,,,"Jul 1, 1998",Chemnitz Yth.,Chemnitz Yth.,0.0,Free transfer,,,,,,,,,,,,,,,
Michael McGovern,35,190.0,Goalkeeper,right,Norwich City,"Jul 1, 2009",Dundee United,Ross County,,Free transfer,,,,,,"Jul 1, 2011",Ross County,Falkirk FC,,Free transfer,,,,,,,,,,,,,,,,Premier League,,,,,,"Dec 31, 2006Dec 1, 2006",St. JohnstoneCeltic,CelticSt. Johnstone,,End of loanLoan,"Jul 1, 2014",Falkirk FC,Hamilton Acad.,,Free transfer,"Jul 19, 2016",Hamilton Acad.,Norwich,,Free transfer,"Jan 1, 2004",Celtic U20,Celtic,,0,"May 1, 2005Jan 1, 2005",StranraerCeltic,CelticStranraer,,End of loanLoan,,,,,,,,,,,"Jul 1, 2008",Celtic,Dundee United,,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Godfrey,21,183.0,Defender - Centre-Back,right,Norwich City,,,,,,,,,,,,,,,,,,,,,"Jan 15, 2016Jul 1, 2015",York CityYork City U19,NorwichYork City,,,"May 31, 2018Aug 24, 2017",ShrewsburyNorwich,NorwichShrewsbury,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christoph Zimmermann,26,194.0,Defender - Centre-Back,right,Norwich City,"Jul 1, 2009",M'gladbach Yth.,M'gladbach U17,0,0,"Jul 1, 2010",M'gladbach U17,M'gladbach U19,0,0,,,,,,"Jul 1, 2012",M'gladbach U19,M'gladbach II,0,0,,,,,,"Jul 1, 2017",B. Dortmund II,Norwich,250 K €,Free transfer,Premier League,,,,,,"Jul 1, 2006",SC West Yth.,M'gladbach Yth.,0,Free transfer,"Jul 1, 2014",M'gladbach II,B. Dortmund II,100 K €,25 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Hanley,27,188.0,Defender - Centre-Back,right,Norwich City,"Jan 1, 2010",Blackburn U18,Blackburn,0,0,,,,,,,,,,,,,,,,,,,,,"Aug 30, 2017",Newcastle,Norwich,"4,50 mil. €","3,80 mil. €",Premier League,,,,,,,,,,,,,,,,"Jul 21, 2016",Blackburn,Newcastle,"2,50 mil. €","6,60 mil. €",,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Glasgow Rangers U17,Blackburn U18,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timm Klose,31,195.0,Defender - Centre-Back,right,Norwich City,"Jul 1, 2009",FC Basel U21,FC Thun,0,?,,,,,,"Jul 1, 2011",FC Thun,1.FC Nuremberg,800 K €,400 K €,,,,,,"Jan 18, 2016",VfL Wolfsburg,Norwich,"3,00 mil. €","11,00 mil. €",,,,,,Premier League,,,,,,"Jul 1, 2006",Old Boys Youth,BSC Old Boys,0,0,,,,,,,,,,,,,,,,"Jul 1, 2004",FC Basel Yth.,Old Boys Youth,0,?,,,,,,"Jul 1, 2007",BSC Old Boys,FC Basel U21,0,?,,,,,,"Jul 1, 2013",1.FC Nuremberg,VfL Wolfsburg,"5,50 mil. €","6,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Lewis,21,,Defender - Left-Back,left,Norwich City,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philip Heise,28,184.0,Defender - Left-Back,left,Norwich City,"Jul 1, 2009",Düsseldorf U19,M'gladbach U19,0,Free transfer,"Jul 1, 2010",M'gladbach U19,F. Düsseldorf II,0,Free transfer,"Jul 1, 2011",F. Düsseldorf II,Preußen Münster,75 K €,Free transfer,,,,,,"Jul 1, 2015",1.FC Heidenheim,VfB Stuttgart,800 K €,750 K €,,,,,,Premier League,,,,,,"Jul 1, 2006",Leverkusen Yth.,Düsseldorf U17,0,Free transfer,,,,,,"Jan 10, 2017",VfB Stuttgart,Dynamo Dresden,750 K €,100 K €,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Düsseldorf U17,Düsseldorf U19,0,0,"Jul 1, 2013",Preußen Münster,1.FC Heidenheim,150 K €,Free transfer,,,,,,"1,00 mil. €","Jan 31, 2019",Dynamo Dresden,Norwich,250 K €,,,,,,,,,,,,,,,,,,,,,,,,,
Max Aarons,19,178.0,Defender - Right-Back,right,Norwich City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Premier League,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Byram,26,183.0,Defender - Right-Back,right,Norwich City,,,,,,,,,,,,,,,,"Jul 1, 2012",Leeds U18,Leeds,0,0,"Jan 20, 2016",Leeds,West Ham,"3,50 mil. €","4,80 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 16, 2019",West Ham,Norwich,"3,50 mil. €",830 K €,"4,00 mil. €4,00 mil. €","May 31, 2019Aug 10, 2018",Nottm ForestWest Ham,West HamNottm Forest,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
